int rst_n,int valid_in,int data_in,int valid_out,int data_out
1,1,126,0,182
1,1,126,0,308
1,1,126,0,434
1,1,126,1,560
1,1,126,0,126
1,1,126,0,252
1,1,126,0,378
1,0,126,1,504
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
0,0,126,0,0
1,0,126,0,0
1,1,183,0,126
1,1,183,0,309
1,1,183,0,492
1,1,183,1,675
1,1,183,0,183
1,1,183,0,366
1,0,183,0,549
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
0,0,183,0,0
1,0,183,0,0
1,1,240,0,183
1,1,240,0,423
1,1,240,0,663
1,1,240,1,903
1,1,240,0,240
1,0,240,0,480
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
0,0,240,0,0
1,0,240,0,0
1,1,177,0,240
1,1,177,0,417
1,1,177,0,594
1,1,177,1,771
1,1,177,0,177
1,1,177,0,354
1,1,177,0,531
1,0,177,1,708
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
1,0,177,0,0
1,1,23,0,177
1,1,23,0,200
1,1,23,0,223
1,1,23,1,246
1,0,23,0,23
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
0,0,23,0,0
1,0,23,0,0
1,1,52,0,23
1,1,52,0,75
1,1,52,0,127
1,1,52,1,179
1,1,52,0,52
1,0,52,0,104
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
0,0,52,0,0
1,0,52,0,0
1,1,158,0,52
1,1,158,0,210
1,1,158,0,368
1,1,158,1,526
1,1,158,0,158
1,0,158,0,316
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
0,0,158,0,0
1,0,158,0,0
1,1,181,0,158
1,1,181,0,339
1,1,181,0,520
1,1,181,1,701
1,1,181,0,181
1,1,181,0,362
1,1,181,0,543
1,0,181,1,724
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
0,0,181,0,0
1,0,181,0,0
1,1,53,0,181
1,1,53,0,234
1,1,53,0,287
1,1,53,1,340
1,0,53,0,53
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
0,0,53,0,0
1,0,53,0,0
1,1,21,0,53
1,1,21,0,74
1,1,21,0,95
1,1,21,1,116
1,1,21,0,21
1,1,21,0,42
1,1,21,0,63
1,0,21,1,84
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
0,0,21,0,0
1,0,21,0,0
1,1,140,0,21
1,1,140,0,161
1,1,140,0,301
1,1,140,1,441
1,1,140,0,140
1,1,140,0,280
1,1,140,0,420
1,0,140,1,560
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
0,0,140,0,0
1,0,140,0,0
1,1,200,0,140
1,1,200,0,340
1,1,200,0,540
1,1,200,1,740
1,1,200,0,200
1,1,200,0,400
1,0,200,0,600
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
0,0,200,0,0
1,0,200,0,0
1,1,108,0,200
1,1,108,0,308
1,1,108,0,416
1,1,108,1,524
1,1,108,0,108
1,1,108,0,216
1,0,108,0,324
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
0,0,108,0,0
1,0,108,0,0
1,1,255,0,108
1,1,255,0,363
1,1,255,0,618
1,1,255,1,873
1,0,255,0,255
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
0,0,255,0,0
1,0,255,0,0
1,1,17,0,255
1,1,17,0,272
1,1,17,0,289
1,1,17,1,306
1,1,17,0,17
1,1,17,0,34
1,0,17,0,51
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
0,0,17,0,0
1,0,17,0,0
1,1,67,0,17
1,1,67,0,84
1,1,67,0,151
1,1,67,1,218
1,1,67,0,67
1,1,67,0,134
1,0,67,0,201
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
0,0,67,0,0
1,0,67,0,0
1,1,177,0,67
1,1,177,0,244
1,1,177,0,421
1,1,177,1,598
1,0,177,0,177
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
0,0,177,0,0
